,GAN,GAN_Feat,VGG,D_Fake,D_real
7100,1.1291131973266602,6.477825164794922,3.837130546569824,0.5722500085830688,1.0083330869674683
7200,1.4252771139144897,6.374531269073486,3.7820334434509277,0.5798209309577942,0.8711824417114258
7300,0.2784450650215149,6.185000419616699,4.103247165679932,1.150516390800476,0.4438381791114807
7400,1.8345756530761719,4.987100601196289,3.2644331455230713,0.17238503694534302,1.5151212215423584
7500,0.924648642539978,6.689011096954346,4.069214820861816,0.6785675883293152,0.6680004596710205
7600,0.6519980430603027,6.32833194732666,4.028163433074951,0.9717827439308167,0.37365463376045227
7700,1.0160504579544067,6.552631855010986,3.786565065383911,0.9302104711532593,0.8392766118049622
7800,1.1381723880767822,8.268930435180664,4.425614833831787,0.6582510471343994,0.6103148460388184
7900,1.393375039100647,6.815169334411621,4.28000020980835,0.31682920455932617,1.081374168395996
8000,1.0406275987625122,6.929169178009033,4.514869689941406,0.744099497795105,0.6192834973335266
8100,1.139817237854004,6.792594909667969,4.35619592666626,0.5449036359786987,0.4571041762828827
8200,1.4641392230987549,5.05315637588501,3.359570026397705,0.250557005405426,1.4085487127304077
8300,0.4553958475589752,6.387126922607422,3.6282958984375,0.9929623603820801,0.42895859479904175
8400,1.2106692790985107,4.7021002769470215,3.1486868858337402,0.3568727970123291,1.0832618474960327
8500,1.3551316261291504,5.961771488189697,3.4287145137786865,0.5855159759521484,0.941403329372406
8600,0.10117301344871521,5.542350769042969,3.0056259632110596,1.1366833448410034,0.3686808943748474
8700,1.2479928731918335,5.900057315826416,3.095318078994751,0.27660036087036133,0.8594470024108887
8800,0.6298019886016846,6.324799060821533,3.94245982170105,0.9397863149642944,0.3248140811920166
8900,1.0445711612701416,6.260887145996094,3.475482940673828,0.615337610244751,0.7338908910751343
9000,0.33588722348213196,5.07529878616333,3.030917167663574,0.9280492663383484,0.4096120595932007
9100,0.7188847661018372,5.2487568855285645,3.209885358810425,0.8222084641456604,0.598809540271759
9200,1.5117616653442383,5.989208698272705,3.4526169300079346,0.39160531759262085,0.7668319940567017
9300,1.0708231925964355,6.924692630767822,4.2281999588012695,0.7722734212875366,0.3718905448913574
9400,1.3441473245620728,6.5404276847839355,4.409226894378662,0.3877788782119751,0.7375349998474121
9500,1.024133563041687,3.6317567825317383,2.41910982131958,0.682449221611023,0.9224942922592163
9600,1.541227102279663,5.087292194366455,3.3613386154174805,0.34875035285949707,1.1665712594985962
9700,1.6686679124832153,5.8352861404418945,2.920680046081543,0.23355568945407867,1.8760217428207397
9800,0.741609513759613,5.1044111251831055,2.734076499938965,0.4488723874092102,0.819783091545105
9900,1.575661301612854,3.6275720596313477,2.4658708572387695,0.3786633312702179,1.4868593215942383
10000,1.2969313859939575,6.772317886352539,4.227312088012695,0.6361941695213318,0.6601725220680237
10100,0.6684962511062622,3.574723482131958,2.387021064758301,0.6404082775115967,0.8964205980300903
10200,1.466176986694336,6.547068119049072,3.8356947898864746,0.6379696726799011,0.9189662933349609
10300,1.0979799032211304,4.340668678283691,2.82572865486145,0.4304620027542114,0.7789711952209473
10400,1.312412142753601,4.438233852386475,2.7416861057281494,0.43028223514556885,1.1560007333755493
10500,1.9084699153900146,6.392385959625244,4.60587739944458,0.14836622774600983,0.9712967276573181
10600,1.0618630647659302,5.836823463439941,4.120700836181641,0.569621205329895,0.4750426113605499
10700,1.1923373937606812,7.709031105041504,4.094289302825928,0.7942607998847961,0.28957343101501465
10800,0.7795959115028381,5.159258842468262,3.037990093231201,0.7104266285896301,0.5501270294189453
10900,0.42778122425079346,6.098703384399414,3.8406026363372803,1.2837307453155518,0.18960963189601898
11000,1.0563108921051025,8.103353500366211,4.466375350952148,0.8679305911064148,0.284463495016098
11100,2.505444049835205,5.390837669372559,3.2181601524353027,0.01825263537466526,2.1507787704467773
11200,0.5401344895362854,4.569723606109619,2.913361072540283,0.7997344732284546,0.40313297510147095
11300,2.0326247215270996,6.806173324584961,3.8721628189086914,0.15145888924598694,1.2150148153305054
11400,1.2529923915863037,4.415864944458008,2.552797555923462,0.6751881241798401,0.552495002746582
11500,0.5018008947372437,6.542597770690918,3.9701285362243652,0.975858211517334,0.23696288466453552
11600,0.7539926767349243,6.445154190063477,4.410157203674316,1.0474215745925903,0.5035529136657715
11700,1.9964137077331543,4.39212703704834,2.8715121746063232,0.14257925748825073,1.4526664018630981
11800,1.4048564434051514,8.056358337402344,4.396513938903809,0.4928092360496521,0.5414174795150757
11900,0.8097658753395081,6.682575702667236,4.3019914627075195,1.2659332752227783,0.3459874093532562
12000,1.494701862335205,7.13763427734375,4.338796615600586,0.3902350664138794,0.7450576424598694
12100,1.569266676902771,5.6097493171691895,3.3837759494781494,0.13269369304180145,1.2850896120071411
12200,0.8318446278572083,6.746891021728516,4.0869293212890625,1.0433917045593262,0.18793368339538574
12300,1.0235521793365479,6.425418853759766,3.8961968421936035,0.7252626419067383,0.65644371509552
12400,0.6378713846206665,6.654857158660889,3.8207154273986816,1.0372912883758545,0.19246678054332733
12500,1.0877439975738525,5.306339263916016,2.7705607414245605,0.9454852938652039,0.7964858412742615
12600,0.9204721450805664,7.660364627838135,4.367682456970215,0.9445253014564514,0.17923854291439056
12700,1.2397693395614624,4.738717555999756,3.207594156265259,0.273145467042923,0.8905646800994873
12800,1.8952363729476929,5.928481578826904,3.404087543487549,0.5796346664428711,0.9481711983680725
12900,0.919612467288971,6.798819541931152,3.8807005882263184,0.9131871461868286,0.20097538828849792
13000,0.0898173376917839,6.105038642883301,3.6027777194976807,1.4743659496307373,0.16254787147045135
13100,1.4520819187164307,6.539894104003906,4.365378379821777,0.5656648278236389,0.6049805879592896
13200,1.1660799980163574,6.168556213378906,4.145084381103516,0.4999476671218872,0.6618655323982239
13300,1.3722132444381714,7.125884056091309,4.257030010223389,0.9275528788566589,0.57243812084198
13400,1.1499046087265015,6.013115406036377,3.685225248336792,0.5339051485061646,0.7073347568511963
13500,1.4918739795684814,6.160904407501221,3.605639934539795,0.4131201207637787,0.2995990216732025
13600,1.6611123085021973,6.602139472961426,4.714889049530029,0.4997600317001343,0.8409184813499451
13700,0.7699861526489258,8.021101951599121,4.471841335296631,0.8869298696517944,0.10454370081424713
13800,1.876381754875183,6.273845672607422,3.8059778213500977,0.18804137408733368,1.1281867027282715
13900,1.2454150915145874,5.988376140594482,3.787856101989746,0.6995950937271118,0.8233837485313416
14000,1.4037537574768066,5.0300445556640625,3.5811023712158203,0.5259928703308105,0.8895396590232849
14100,1.225406289100647,4.977027893066406,3.0217576026916504,0.4841423034667969,0.7107987403869629
14200,0.6888498663902283,3.4724040031433105,2.2420427799224854,0.9316855669021606,0.5853537321090698
14300,1.448614478111267,5.943247318267822,3.5882930755615234,0.6802141666412354,0.44987887144088745
14400,1.753208875656128,6.445372581481934,3.9593024253845215,0.3075828552246094,0.8804832100868225
14500,0.7806980013847351,5.501105785369873,3.2637131214141846,0.7324323058128357,0.3473885953426361
14600,0.5069155097007751,5.194953441619873,3.735365390777588,1.1672534942626953,0.20006005465984344
14700,1.6975769996643066,5.6289896965026855,3.1378366947174072,0.1938534677028656,0.5701605081558228
14800,1.5784711837768555,6.315156936645508,3.5988683700561523,0.6849090456962585,0.33441394567489624
14900,1.0927292108535767,6.9259514808654785,3.9195384979248047,0.5376483201980591,0.4864600896835327
15000,1.5578570365905762,6.745547294616699,4.593435764312744,0.4621216058731079,0.8757109642028809
15100,2.334932804107666,5.039822101593018,3.003063440322876,0.06753885000944138,1.9332689046859741
15200,1.2353655099868774,6.366828918457031,3.4817285537719727,0.3976082503795624,0.662324845790863
15300,1.474217414855957,5.676927089691162,3.2309622764587402,0.2996559143066406,0.7260004878044128
15400,1.7803592681884766,7.590872764587402,4.804296970367432,0.7526821494102478,0.9728860855102539
15500,1.5442476272583008,6.925769329071045,4.25675630569458,0.4288633465766907,0.5377414226531982
15600,1.9429874420166016,6.181955814361572,4.056528091430664,0.3278551995754242,1.3556504249572754
15700,1.7664375305175781,5.5400800704956055,3.4954068660736084,0.2902204394340515,1.0520694255828857
15800,0.4376639127731323,5.772122859954834,3.5108799934387207,1.2376338243484497,0.30081865191459656
15900,0.34720104932785034,7.904293537139893,4.647377014160156,1.5092973709106445,0.0788772851228714
16000,1.0337163209915161,6.1395134925842285,3.752089023590088,1.1919668912887573,0.9255695343017578
16100,1.7268694639205933,4.9487175941467285,2.921164035797119,0.5316788554191589,1.6253688335418701
16200,1.3991960287094116,6.594659805297852,4.16023063659668,0.6958074569702148,0.38659727573394775
16300,1.0195108652114868,6.224120140075684,3.751563549041748,0.5971307158470154,0.19150754809379578
16400,2.286921977996826,6.645586013793945,4.662001609802246,0.2655472159385681,1.0886828899383545
16500,0.8974162936210632,4.311808109283447,2.711433172225952,0.6534892916679382,0.39616066217422485
16600,1.7097095251083374,6.205623149871826,4.43118143081665,0.17934240400791168,0.9963968992233276
16700,1.5795581340789795,5.86569356918335,3.5364456176757812,0.41465267539024353,0.6670699119567871
16800,1.240741491317749,6.751331806182861,4.046822547912598,0.7251360416412354,0.4869990050792694
16900,0.9221997857093811,6.721892833709717,4.446584701538086,1.0670994520187378,0.3596685528755188
17000,0.373073011636734,4.257167339324951,2.5557658672332764,0.8052260875701904,0.26708126068115234
17100,2.560131072998047,6.364655017852783,3.673870086669922,0.04480094835162163,1.2108485698699951
17200,1.5161395072937012,4.390328884124756,2.6568496227264404,0.7084521651268005,0.5782688856124878
17300,1.0801118612289429,6.90829610824585,4.160924434661865,0.6496624946594238,0.14944468438625336
17400,1.2709105014801025,6.587893486022949,3.8099727630615234,0.7237719297409058,0.42251157760620117
17500,1.2595179080963135,4.697003364562988,2.919161796569824,0.35142308473587036,0.5624236464500427
17600,1.6213502883911133,3.211211919784546,2.1365747451782227,0.3665776252746582,1.4930857419967651
17700,0.6519757509231567,4.3622870445251465,2.7877659797668457,0.9881280064582825,0.8188526034355164
17800,0.8147631883621216,6.165626525878906,3.42740797996521,1.1350107192993164,0.2070402055978775
17900,0.9749881029129028,4.163414001464844,2.5665574073791504,0.24748873710632324,0.8289231657981873
18000,0.8928510546684265,5.462808609008789,3.5673773288726807,0.3725717067718506,0.4878423810005188
18100,1.6107943058013916,6.343577861785889,3.599245548248291,0.44761109352111816,0.5012195110321045
18200,0.26119881868362427,5.170396327972412,2.7483067512512207,1.0972812175750732,0.3383810520172119
18300,1.3982570171356201,7.47443151473999,3.8829164505004883,0.8415183424949646,0.2334567904472351
18400,1.5342483520507812,6.925713539123535,4.222394943237305,0.48521724343299866,0.41327932476997375
18500,1.645113468170166,5.734825611114502,3.421623945236206,0.22012357413768768,0.7567387819290161
18600,2.2745132446289062,6.38946533203125,3.8062400817871094,0.37357309460639954,1.4884384870529175
18700,2.012829542160034,4.555944919586182,2.7736785411834717,0.336365669965744,0.9408241510391235
18800,2.5957932472229004,6.051871299743652,3.304342031478882,0.079670250415802,1.4128575325012207
18900,0.3934962749481201,6.405820846557617,4.046013832092285,1.5114355087280273,0.10347718000411987
19000,0.43204325437545776,4.099215507507324,2.5609657764434814,1.1350224018096924,0.3460521697998047
19100,2.544524669647217,5.882540702819824,3.448016405105591,0.04188596457242966,1.5053671598434448
19200,0.9354591369628906,4.121081829071045,2.4332656860351562,0.5463544726371765,0.5595583915710449
19300,2.316225528717041,5.342823505401611,3.141040325164795,0.05169269070029259,1.6048110723495483
19400,1.830486536026001,5.064390659332275,2.9106414318084717,0.9785928726196289,0.27403369545936584
19500,1.6202787160873413,6.30021858215332,4.10562801361084,0.7823421955108643,0.6942314505577087
19600,0.552886962890625,5.8556318283081055,3.7319774627685547,1.1006715297698975,0.10240726172924042
19700,0.9631171226501465,4.322328567504883,2.654242753982544,0.5000312924385071,0.7588438391685486
19800,0.7371463179588318,6.860788345336914,4.22610330581665,0.8549656867980957,0.11936306953430176
19900,2.522631883621216,5.410635948181152,3.5148539543151855,0.20296059548854828,1.3830735683441162
20000,1.0838217735290527,5.609580039978027,3.0505571365356445,0.871915876865387,0.7187773585319519
20100,0.6057729721069336,4.665975570678711,2.6327452659606934,0.8524338603019714,0.4276673495769501
20200,1.8115440607070923,5.748064994812012,3.1252427101135254,0.5877513885498047,0.5112034678459167
20300,1.236458420753479,3.6935548782348633,2.348020315170288,0.3142792284488678,0.8976032733917236
20400,2.524954080581665,5.087830066680908,3.475048065185547,0.010421228595077991,1.0115078687667847
20500,0.402086079120636,5.256674766540527,3.485959053039551,1.2082059383392334,0.01092306338250637
20600,0.8534560799598694,6.415312767028809,3.44744873046875,1.2695978879928589,0.13295163214206696
20700,0.7566190361976624,4.55641508102417,2.8256311416625977,0.8105263710021973,0.33402425050735474
20800,1.500425100326538,7.316174507141113,4.300755500793457,0.5881460309028625,0.5558731555938721
20900,1.461963415145874,4.225751876831055,2.5435092449188232,1.1974384784698486,0.5544001460075378
21000,0.8541994094848633,5.538967132568359,3.2098913192749023,0.626378059387207,0.17334340512752533
21100,2.0849385261535645,7.220098972320557,3.7617545127868652,0.35846155881881714,0.23758463561534882
21200,1.2751117944717407,4.195621013641357,2.572617292404175,0.47931385040283203,0.4821116030216217
21300,1.7568813562393188,6.191980838775635,3.658158302307129,0.778525710105896,0.43389421701431274
21400,0.7431721687316895,5.417856693267822,3.1605052947998047,0.8243045806884766,0.12484477460384369
21500,1.9663403034210205,5.191837310791016,2.4446866512298584,0.5185604691505432,1.0556881427764893
21600,2.0677530765533447,5.623929023742676,2.892862558364868,0.3142586946487427,0.7617117166519165
21700,0.8971726298332214,3.763672113418579,2.3918800354003906,0.21122342348098755,0.7847829461097717
21800,0.8876674771308899,5.6366868019104,2.9179537296295166,0.7417100667953491,0.48291531205177307
21900,1.7864893674850464,6.279668807983398,3.6994006633758545,0.45269596576690674,0.6883134841918945
22000,0.14020422101020813,3.1383566856384277,1.9431469440460205,0.5035144090652466,0.4947870969772339
22100,0.33792752027511597,3.700641632080078,2.314534902572632,1.0443216562271118,0.2976868748664856
22200,1.63134765625,5.547709941864014,3.3549883365631104,0.5730320811271667,0.14625407755374908
22300,1.1854374408721924,6.208616733551025,3.797377586364746,0.6281513571739197,0.32300442457199097
22400,-0.7016696929931641,5.547025680541992,2.8460705280303955,2.2611608505249023,0.2542577087879181
22500,0.8346831798553467,6.019283294677734,3.4623589515686035,0.9831742644309998,0.5777300596237183
22600,2.1020359992980957,5.65036678314209,3.3477635383605957,0.41122862696647644,0.6243443489074707
22700,1.5879287719726562,5.415915012359619,3.222822666168213,0.8610615134239197,0.24020135402679443
22800,1.9617652893066406,5.32906436920166,3.0443646907806396,0.3547590970993042,0.7040305137634277
22900,1.3264164924621582,6.150059223175049,3.4772849082946777,0.7867096662521362,0.1680775135755539
23000,1.9435980319976807,7.898515224456787,4.424736976623535,0.31034377217292786,0.23271891474723816
23100,1.890305757522583,6.093001842498779,3.3263139724731445,0.44273141026496887,0.7071530818939209
23200,2.4323956966400146,7.074645519256592,3.712310791015625,0.4990648627281189,0.7958579659461975
23300,1.7301344871520996,7.060972690582275,4.258971691131592,0.853815495967865,0.5229955911636353
23400,0.43873894214630127,6.015762805938721,3.1920247077941895,1.0998302698135376,0.07329096645116806
23500,0.7908040285110474,3.1059134006500244,1.996541142463684,0.21712413430213928,0.8461903929710388
23600,1.4207353591918945,6.01950216293335,3.4470958709716797,1.0463142395019531,0.24766559898853302
23700,1.823082447052002,6.264948844909668,3.3723366260528564,0.42922860383987427,0.26139503717422485
23800,1.7514773607254028,5.854546070098877,3.5496349334716797,0.7423213720321655,0.6571118831634521
23900,1.7298446893692017,6.070305347442627,3.141960859298706,0.7916771769523621,0.41940242052078247
24000,1.8196814060211182,7.224327087402344,4.552917003631592,0.48561713099479675,0.7192318439483643
24100,1.3707462549209595,5.324134349822998,2.803483009338379,0.1673847883939743,0.4906257688999176
24200,1.6457083225250244,7.036553382873535,4.232344150543213,1.0918707847595215,0.6878018975257874
24300,1.4135355949401855,4.5850749015808105,2.492711305618286,0.30692172050476074,0.8081032037734985
24400,1.062394618988037,4.367342472076416,2.7772774696350098,0.7016363739967346,0.47858089208602905
24500,1.6003087759017944,4.0694169998168945,2.427091360092163,0.42221054434776306,0.8722485899925232
24600,0.9632844924926758,5.743484020233154,3.1303300857543945,1.1851484775543213,0.24574531614780426
24700,2.0577011108398438,6.618555068969727,3.9771556854248047,0.3436130881309509,0.8342202305793762
24800,1.4908901453018188,4.513368606567383,2.9085662364959717,0.40788397192955017,0.35210880637168884
24900,1.0867021083831787,7.481431007385254,4.052615165710449,0.7811292409896851,0.03357354924082756
25000,1.4369910955429077,5.701455593109131,3.3888731002807617,0.624102771282196,0.21986588835716248
25100,0.7126994729042053,4.7520341873168945,2.8289315700531006,0.6426326036453247,0.7010269165039062
25200,1.9356038570404053,4.925896167755127,2.8303945064544678,0.03722888603806496,0.911159336566925
25300,2.4002161026000977,5.603114604949951,3.0921740531921387,0.37402090430259705,0.8270751237869263
25400,1.6392101049423218,5.387319564819336,2.864110231399536,0.6988489627838135,0.2536356747150421
25500,1.3831875324249268,6.30430269241333,3.524453639984131,0.16781355440616608,0.1529899686574936
25600,0.6863499879837036,6.607287406921387,3.631422996520996,0.5799630284309387,0.13303878903388977
25700,0.44232481718063354,5.882927417755127,3.6620540618896484,1.058171033859253,0.2088998258113861
25800,2.0806357860565186,5.427858829498291,3.000575304031372,0.4399885833263397,0.7362422943115234
25900,1.3638492822647095,4.555206775665283,2.7051198482513428,0.4004332721233368,0.42601045966148376
26000,1.461594581604004,5.123751640319824,2.535383462905884,0.4653190076351166,0.6105973720550537
26100,2.3999156951904297,5.994536876678467,3.2952380180358887,0.8710607886314392,0.318276971578598
26200,0.8475532531738281,5.5227508544921875,3.165900945663452,1.1801118850708008,0.04243139550089836
26300,2.844684600830078,4.778373718261719,3.2174973487854004,0.21167080104351044,1.8300704956054688
26400,0.11529231071472168,3.5668251514434814,2.1955010890960693,0.9221925139427185,0.07400131225585938
26500,2.098787307739258,4.196358680725098,2.372215509414673,0.23002344369888306,0.5373221039772034
26600,2.066267967224121,6.050243377685547,3.676038980484009,1.022265911102295,0.2194521576166153
26700,1.1050150394439697,3.9761834144592285,2.296247959136963,0.7857036590576172,0.14983172714710236
26800,2.5255913734436035,5.164944648742676,2.7904138565063477,0.03025989420711994,0.9442771077156067
26900,2.726212501525879,5.985520839691162,3.1368601322174072,0.19165287911891937,0.40106409788131714
27000,1.065717339515686,4.000587463378906,2.287031888961792,0.81990647315979,0.20365974307060242
27100,2.426807403564453,6.656806945800781,3.9541804790496826,0.3152676820755005,1.1473335027694702
27200,2.967285394668579,7.197785377502441,3.8866422176361084,0.262814998626709,0.6200482249259949
27300,1.4757587909698486,6.7257232666015625,3.5717201232910156,0.4111519753932953,0.22577424347400665
27400,1.308422565460205,4.456050395965576,2.777829647064209,0.279808908700943,0.7850372195243835
27500,2.1446585655212402,5.6661505699157715,3.3431637287139893,0.24119356274604797,0.612414538860321
27600,2.28410005569458,6.239865303039551,3.464299201965332,0.21483224630355835,0.48811787366867065
27700,1.8932876586914062,6.667391777038574,3.7462735176086426,1.3491647243499756,0.17780731618404388
27800,0.9151675701141357,5.753350734710693,3.534369468688965,0.6164144277572632,0.3909842073917389
27900,1.845594048500061,6.445455551147461,3.7677721977233887,0.3410223126411438,0.2583805322647095
28000,1.7586146593093872,5.53050422668457,3.412170886993408,0.6266156435012817,0.10871435701847076
28100,2.629307270050049,4.849799633026123,2.7531838417053223,0.4209667146205902,0.8504576683044434
28200,2.2190489768981934,4.1797895431518555,2.513180732727051,0.7202316522598267,0.9838892221450806
28300,0.8406733274459839,4.5157647132873535,2.36781644821167,0.16937224566936493,0.5944910049438477
28400,0.6192007660865784,4.449693202972412,3.0387675762176514,1.1151643991470337,0.26574403047561646
28500,1.0001248121261597,5.435594081878662,3.025454521179199,0.2642667293548584,0.36931368708610535
28600,1.4794745445251465,7.701340198516846,4.157140254974365,0.7065939903259277,0.09356623888015747
28700,1.3841089010238647,5.721156120300293,3.3779706954956055,1.0662944316864014,0.21053844690322876
28800,0.31515416502952576,2.970031976699829,1.9213237762451172,1.1548852920532227,0.5131384134292603
28900,1.8007053136825562,4.8772687911987305,2.8880014419555664,0.6338512897491455,0.15245270729064941
29000,0.5680282115936279,4.697950839996338,2.571648120880127,1.1378964185714722,0.3095012903213501
29100,1.7104706764221191,5.984426021575928,3.1755828857421875,0.13208992779254913,0.3992389738559723
29200,2.1824798583984375,6.743743419647217,3.5893616676330566,0.5597801208496094,0.4074985682964325
29300,2.3496646881103516,6.242431163787842,3.8619062900543213,0.05827086418867111,1.2011487483978271
29400,2.574605703353882,6.513548374176025,3.600290298461914,0.4728063642978668,1.0681483745574951
29500,2.6479907035827637,5.620764255523682,3.117985963821411,0.10072213411331177,1.1242730617523193
29600,1.6498122215270996,6.964697360992432,3.7533016204833984,0.5612971782684326,0.21944722533226013
29700,0.9598578810691833,3.886807441711426,2.2620363235473633,0.7773062586784363,0.638546347618103
29800,0.8122500777244568,5.606754302978516,3.2878756523132324,0.3945985734462738,0.5967949032783508
29900,1.011791467666626,4.13643741607666,2.3146746158599854,0.7384472489356995,0.16124284267425537
30000,1.5369236469268799,4.573113918304443,2.4805023670196533,1.4747951030731201,0.0771242305636406
30100,1.5176856517791748,5.908144950866699,3.4129512310028076,0.19856950640678406,0.39274054765701294
